canonical,alternative,reason
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q1_a.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q1_a.py,identical Git blob SHA-1 and bytes
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q1_b_model.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q1_b_model.py,identical Git blob SHA-1 and bytes
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q2_a.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q2_a.py,identical Git blob SHA-1 and bytes
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q2_b.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q2_b.py,identical Git blob SHA-1 and bytes
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q2_b_linmin.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q2_b_linmin.py,identical Git blob SHA-1 and bytes
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q2_c.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q2_c.py,identical Git blob SHA-1 and bytes
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q2_d.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q2_d.py,identical Git blob SHA-1 and bytes
https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/code/q3_a_auto.py,https://github.com/ydchen0806/23yansaiE/blob/92d7c4f74f57209acc00e9aaa130dc480f5574ec/pdf_source/code/q3_a_auto.py,identical Git blob SHA-1 and bytes
https://github.com/LY-zhang-yi-hao/Huawei_Mathcup_OpenAccess/blob/2c562dbadf6f73398670145ff28f020dda75d564/%E7%AC%AC%E4%B8%80%E9%97%AE%E6%95%B0%E6%8D%AE%E5%92%8C%E5%9B%BE%E8%A1%A8/%E7%AC%AC%E4%B8%89%E6%AE%B5%E6%95%B0%E6%8D%AE%28lstm%29.py,https://github.com/LY-zhang-yi-hao/Huawei_Mathcup_OpenAccess/blob/2c562dbadf6f73398670145ff28f020dda75d564/%E7%AC%AC%E4%B8%89%E9%97%AE%E6%95%B0%E6%8D%AE%E5%92%8C%E5%9B%BE%E8%A1%A8/%E7%AC%AC%E4%B8%89%E6%AE%B5%E6%95%B0%E6%8D%AE%28lstm%29.py,identical Git blob SHA-1 and bytes
https://github.com/HaoyuZhao31415/MathModel/blob/cbedd16f603fc28e802951beacbdff57649eece0/code/solve/problem1/advanced_scheduler.py,https://github.com/HaoyuZhao31415/MathModel/blob/cbedd16f603fc28e802951beacbdff57649eece0/code/solve/problem2/advanced_scheduler.py,identical Git blob SHA-1 and bytes
https://github.com/HaoyuZhao31415/MathModel/blob/cbedd16f603fc28e802951beacbdff57649eece0/code/solve/problem1/advanced_scheduler.py,https://github.com/HaoyuZhao31415/MathModel/blob/cbedd16f603fc28e802951beacbdff57649eece0/code/solve/problem3/advanced_scheduler.py,identical Git blob SHA-1 and bytes
https://github.com/HaoyuZhao31415/MathModel/blob/cbedd16f603fc28e802951beacbdff57649eece0/code/solve/problem2/hardware_simulator.py,https://github.com/HaoyuZhao31415/MathModel/blob/cbedd16f603fc28e802951beacbdff57649eece0/code/solve/problem3/hardware_simulator.py,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC1%E9%97%AE/results/model_b_predictions.csv,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/data/model_b_predictions.csv,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/outputs/q2_0200_fusion/level_summary.csv,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/results/level_summary.csv,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/outputs/q2_0200_fusion/radar_station_profiles.csv,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/results/radar_station_profiles.csv,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/outputs/q2_0200_fusion/source_diagnostics.csv,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/results/source_diagnostics.csv,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/outputs/q2_0200_fusion/surface_station_proxies.csv,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/results/surface_station_proxies.csv,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/outputs/q2_0200_fusion/wpr_profiles.csv,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC2%E9%97%AE/results/wpr_profiles.csv,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC3%E9%97%AE/data/model_c_validation_1km_50m.npz,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2025%E5%B9%B4D%E9%A2%98%E7%AC%AC3%E9%97%AE/results/model_c_validation_1km_50m.npz,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2013%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2013%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2014%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2014%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2015%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2015%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2016%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2016%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2017%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2017%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2018%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2018%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2019%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2019%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2020%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2020%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2021%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2021%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2022%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2022%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC3%E9%97%AE/%E5%86%85%E8%92%99%E5%8F%A4%E8%87%AA%E6%B2%BB%E5%8C%BA%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E5%85%B8%E5%9E%8B%E8%8D%89%E5%8E%9F%E4%B8%8D%E5%90%8C%E6%94%BE%E7%89%A7%E5%BC%BA%E5%BA%A6%E5%9C%9F%E5%A3%A4%E7%A2%B3%E6%B0%AE%E7%9B%91%E6%B5%8B%E6%95%B0%E6%8D%AE%E9%9B%86%EF%BC%882012%E5%B9%B48%E6%9C%8815%E6%97%A5-2020%E5%B9%B48%E6%9C%8815%E6%97%A5%EF%BC%89.xlsx,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC4%E9%97%AE/%E5%86%85%E8%92%99%E5%8F%A4%E8%87%AA%E6%B2%BB%E5%8C%BA%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E5%85%B8%E5%9E%8B%E8%8D%89%E5%8E%9F%E4%B8%8D%E5%90%8C%E6%94%BE%E7%89%A7%E5%BC%BA%E5%BA%A6%E5%9C%9F%E5%A3%A4%E7%A2%B3%E6%B0%AE%E7%9B%91%E6%B5%8B%E6%95%B0%E6%8D%AE%E9%9B%86%EF%BC%882012%E5%B9%B48%E6%9C%8815%E6%97%A5-2020%E5%B9%B48%E6%9C%8815%E6%97%A5%EF%BC%89.xlsx,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B63%E3%80%81%E5%9C%9F%E5%A3%A4%E6%B9%BF%E5%BA%A62022%E2%80%942012%E5%B9%B4.xls,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC4%E9%97%AE/%E9%99%84%E4%BB%B63%E3%80%81%E5%9C%9F%E5%A3%A4%E6%B9%BF%E5%BA%A62022%E2%80%942012%E5%B9%B4.xls,identical Git blob SHA-1 and bytes
https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC2%E9%97%AE/%E9%99%84%E4%BB%B64%E3%80%81%E5%9C%9F%E5%A3%A4%E8%92%B8%E5%8F%91%E9%87%8F2012%E2%80%942022%E5%B9%B4.csv,https://github.com/zhenhua-chen1/Postgraduate-Mathematical-Contest-in-Modelling2/blob/0a33871898ef59c947e950638b2d667e5c02fe99/2022%E5%B9%B4E%E9%A2%98%E7%AC%AC4%E9%97%AE/%E9%99%84%E4%BB%B64%E3%80%81%E5%9C%9F%E5%A3%A4%E8%92%B8%E5%8F%91%E9%87%8F2012%E2%80%942022%E5%B9%B4.csv,identical Git blob SHA-1 and bytes
